,Player,shirt_number,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks
269,Jarrod Bowen ,20,ENG,"RW,RM,AM",25-230,89,0,0,0,0,1,0,0,0,23,0,2,2
270,   Flynn Downes ,12,ENG,RM,23-199,1,0,0,0,0,0,0,0,0,0,0,0,0
271,Manuel Lanzini ,10,ARG,"AM,LW",29-173,56,0,0,0,0,1,0,0,0,20,0,0,0
272,   Saïd Benrahma ,22,ALG,"LM,LW",26-362,34,0,0,0,0,1,1,0,0,14,0,0,0
273,Declan Rice ,41,ENG,"DM,CM",23-205,90,0,0,0,0,1,0,0,0,46,7,0,1
274,Tomáš Souček ,28,CZE,"DM,CM",27-161,90,0,0,0,0,0,0,0,0,28,1,1,0
275,Aaron Cresswell ,3,ENG,LB,32-235,90,0,0,0,0,0,0,0,0,35,1,2,1
276,Kurt Zouma ,4,FRA,CB,27-284,90,0,0,0,0,0,0,0,0,40,1,1,1
277,Ben Johnson ,2,ENG,CB,22-195,90,0,0,0,0,0,0,0,0,45,0,0,2
278,Vladimír Coufal ,5,CZE,RB,29-350,90,0,0,0,0,0,0,0,0,39,4,3,0
279,Łukasz Fabiański ,1,POL,GK,37-111,28,0,0,0,0,0,0,0,0,10,0,0,0
280,   Alphonse Areola ,13,FRA,GK,29-161,62,0,0,0,0,0,0,0,0,29,0,0,0
281,Erling Haaland ,9,NOR,FW,22-017,77,2,0,1,1,4,1,0,0,31,0,0,0
282,   Julián Álvarez ,19,ARG,FW,22-188,13,0,0,0,0,1,0,0,0,8,0,0,0
283,Jack Grealish ,10,ENG,LW,26-331,90,0,0,0,0,1,0,0,0,73,0,0,1
284,Phil Foden ,47,ENG,RW,22-071,87,0,0,0,0,0,0,0,0,64,1,0,0
285,   Riyad Mahrez ,26,ALG,RW,31-167,3,0,0,0,0,0,0,0,0,3,0,0,0
286,İlkay Gündoğan ,8,GER,LM,31-287,77,0,0,0,0,2,0,0,0,68,0,0,0
287,   Bernardo Silva ,20,POR,LM,27-362,13,0,0,0,0,0,0,0,0,20,2,0,0
288,Rodri ,16,ESP,CM,26-046,88,0,0,0,0,1,0,0,0,106,1,1,1
289,   Kalvin Phillips ,4,ENG,CM,26-248,2,0,0,0,0,0,0,0,0,8,0,0,0
290,Kevin De Bruyne ,17,BEL,RM,31-040,87,0,1,0,0,2,0,0,0,72,0,0,2
291,   Cole Palmer ,80,ENG,RM,20-093,3,0,0,0,0,0,0,0,0,3,0,0,0
292,João Cancelo ,7,POR,LB,28-072,90,0,0,0,0,1,0,1,0,124,1,1,0
293,Nathan Aké ,6,NED,CB,27-170,90,0,0,0,0,1,0,0,0,114,1,1,3
294,Rúben Dias ,3,POR,CB,25-085,90,0,0,0,0,0,0,0,0,102,0,0,0
295,Kyle Walker ,2,ENG,RB,32-071,90,0,0,0,0,0,0,0,0,97,0,0,0
296,Ederson ,31,BRA,GK,28-355,90,0,0,0,0,0,0,0,0,43,0,0,0
297,Ollie Watkins ,11,ENG,FW,26-226,90,0,2,0,0,2,1,0,0,34,1,0,0
298,Danny Ings ,9,ENG,FW,30-021,77,1,0,0,0,2,1,1,0,30,0,0,2
299,   Leon Bailey ,31,JAM,"FW,LM",25-004,13,0,0,0,0,0,0,0,0,4,0,0,0
300,Philippe Coutinho ,23,BRA,AM,30-062,59,0,0,0,0,0,0,1,0,44,1,0,1
301,   Emi Buendía ,10,ARG,"AM,CM",25-231,31,1,0,0,0,2,1,0,0,30,1,0,0
302,Jacob Ramsey ,41,ENG,LM,21-077,89,0,0,0,0,0,0,0,0,79,1,3,2
303,   Ashley Young ,18,ENG,"RB,LM",37-035,1,0,0,0,0,0,0,1,0,1,0,0,0
304,John McGinn ,7,SCO,RM,27-299,90,0,0,0,0,2,0,0,0,66,4,2,4
305,Boubacar Kamara ,44,FRA,"DM,CM",22-263,90,0,0,0,0,0,0,0,0,87,2,2,3
306,Lucas Digne ,27,FRA,LB,29-024,90,0,0,0,0,1,0,1,0,92,2,2,0
307,Tyrone Mings ,5,ENG,CB,29-153,90,0,0,0,0,0,0,0,0,67,0,2,0
308,Diego Carlos ,3,BRA,CB,29-151,89,0,0,0,0,3,0,0,0,60,0,1,2
309,   Calum Chambers ,16,ENG,CB,27-205,1,0,0,0,0,0,0,0,0,2,0,0,2
310,Matty Cash ,2,POL,RB,25-006,89,0,0,0,0,0,0,0,0,51,3,2,3
311,   Ezri Konsa ,4,ENG,"CB,RB",24-294,1,0,0,0,0,0,0,0,0,1,0,0,0
312,Emiliano Martínez ,1,ARG,GK,29-345,90,0,0,0,0,0,0,0,0,21,0,0,0
313,Anthony Gordon ,10,ENG,"FW,LW",21-170,90,0,0,0,0,3,2,0,0,32,1,0,2
314,Demarai Gray ,11,ENG,"LW,RW",26-046,80,0,0,0,0,2,1,0,0,35,0,0,0
315,   Amadou Onana ,8,BEL,DM,20-362,10,0,0,0,0,1,0,0,0,8,0,0,0
316,Dwight McNeil ,7,ENG,RW,22-264,63,0,0,0,0,2,0,0,0,29,1,1,1
317,   Salomón Rondón ,33,VEN,FW,32-331,27,0,0,0,0,1,1,0,0,8,0,0,0
318,Vitaliy Mykolenko ,19,UKR,"LM,LB",23-076,90,0,0,0,0,0,0,0,0,61,0,2,2
319,Alex Iwobi ,17,NGA,"CM,RW",26-102,90,0,0,0,0,0,0,0,0,57,4,0,0
320,Abdoulaye Doucouré ,16,MLI,CM,29-224,34,0,0,0,0,0,0,0,0,12,0,0,0
321,   Tom Davies ,26,ENG,"CM,DM",24-044,56,0,0,0,0,1,0,1,0,33,2,0,0
322,Nathan Patterson ,3,SCO,"RM,RB",20-301,90,0,0,0,0,2,0,0,0,42,1,1,3
323,James Tarkowski ,2,ENG,CB,29-267,90,0,0,0,0,1,0,0,0,60,2,1,0
324,Conor Coady ,30,ENG,CB,29-169,80,0,0,0,0,0,0,0,0,61,1,0,1
325,   Dele Alli ,20,ENG,AM,26-124,10,0,0,0,0,0,0,0,0,4,0,0,0
326,Mason Holgate ,4,ENG,CB,25-295,90,0,0,0,0,2,0,0,0,51,4,2,1
327,Jordan Pickford ,1,ENG,GK,28-159,90,0,0,0,0,0,0,0,0,36,0,1,0
328,Erling Haaland ,9,NOR,FW,22-023,73,0,1,0,0,2,1,0,0,7,0,0,0
329,   Julián Álvarez ,19,ARG,FW,22-194,17,0,0,0,0,0,0,0,0,4,0,0,0
330,Phil Foden ,47,ENG,LW,22-077,45,1,1,0,0,2,2,0,0,40,1,1,2
331,   Jack Grealish ,10,ENG,LW,26-337,45,0,0,0,0,0,0,0,0,29,0,0,0
332,Riyad Mahrez ,26,ALG,RW,31-173,90,0,0,0,0,3,1,0,0,84,1,0,1
333,Kevin De Bruyne ,17,BEL,"AM,RM",31-046,90,1,1,0,0,4,2,0,0,67,0,0,2
334,İlkay Gündoğan ,8,GER,DM,31-293,64,1,0,0,0,2,1,0,0,47,2,0,1
335,   Bernardo Silva ,20,POR,LM,28-003,26,0,0,0,0,0,0,0,0,19,1,1,0
336,Rodri ,16,ESP,"DM,CM",26-052,90,0,0,0,0,2,0,0,0,102,0,0,2
337,João Cancelo ,7,POR,LB,28-078,90,0,0,0,0,1,0,0,0,108,2,0,0
338,Nathan Aké ,6,NED,CB,27-176,90,0,0,0,0,2,0,0,0,99,1,0,2
339,Rúben Dias ,3,POR,CB,25-091,63,0,0,0,0,1,0,0,0,73,0,2,0
340,   John Stones ,5,ENG,CB,28-077,27,0,0,0,0,0,0,0,0,19,0,0,0
341,Kyle Walker ,2,ENG,RB,32-077,81,0,0,0,0,0,0,0,0,88,0,1,1
342,   Rico Lewis ,82,ENG,RB,17-265,9,0,0,0,0,0,0,0,0,12,0,0,0
343,Ederson ,31,BRA,GK,28-361,90,0,0,0,0,0,0,0,0,16,0,0,0
344,Kieffer Moore ,21,WAL,FW,30-005,89,0,0,0,0,0,0,0,0,30,0,0,1
345,   Jamal Lowe ,18,JAM,FW,28-023,1,0,0,0,0,0,0,0,0,0,0,0,0
346,Ryan Christie ,10,SCO,AM,27-172,62,0,0,0,0,0,0,0,0,19,1,0,1
347,   Junior Stanislas ,19,ENG,AM,32-260,28,0,0,0,0,1,0,0,0,10,0,0,0
348,Marcus Tavernier ,16,ENG,AM,23-144,79,0,0,0,0,0,0,0,0,26,0,0,0
349,   Marcos Senesi ,25,ARG,CB,25-095,11,0,0,0,0,0,0,0,0,11,0,0,0
350,Ben Pearson ,22,ENG,CM,27-221,90,0,0,0,0,1,1,0,0,40,2,0,1
351,Lewis Cook ,4,ENG,CM,25-191,63,0,0,0,0,0,0,0,0,25,1,0,0
352,   Philip Billing ,29,DEN,"CM,AM",26-063,27,0,0,0,0,0,0,0,0,10,0,0,0
353,Jack Stacey ,17,ENG,WB,26-129,90,0,0,0,0,0,0,1,0,32,0,1,0
354,Adam Smith ,15,ENG,WB,31-106,90,0,0,0,0,1,0,1,0,47,3,0,1
355,Lloyd Kelly ,5,ENG,CB,23-311,90,0,0,0,0,0,0,0,0,48,0,3,1
356,Jefferson Lerma ,8,COL,"CB,CM",27-292,90,0,0,0,0,0,0,0,0,58,2,0,0
357,Chris Mepham ,6,WAL,CB,24-281,90,0,0,0,0,0,0,1,0,46,1,2,0
358,Mark Travers ,1,IRL,GK,23-087,90,0,0,0,0,0,0,0,0,40,0,0,0
359,Che Adams ,10,SCO,FW,26-031,90,0,0,0,0,1,0,0,0,21,2,0,0
360,Mohamed Elyounoussi ,24,NOR,AM,28-009,60,0,0,0,0,2,0,0,0,22,0,1,0
361,   Adam Armstrong ,9,ENG,FW,25-184,30,0,1,0,0,0,0,0,0,14,0,0,0
362,Stuart Armstrong ,17,SCO,AM,30-136,61,0,0,0,0,2,0,0,0,22,0,0,1
363,   Joe Aribo ,7,NGA,AM,26-023,29,1,0,0,0,3,2,0,0,17,1,0,0
364,Roméo Lavia ,45,BEL,"CM,DM",18-219,90,0,0,0,0,0,0,0,0,37,0,4,1
365,James Ward-Prowse ,8,ENG,"CM,DM",27-285,90,0,0,0,0,1,0,0,0,54,4,0,0
366,Moussa Djenepo ,19,MLI,"WB,LB",24-059,89,0,0,0,0,0,0,0,0,54,1,3,2
367,   Jack Stephens ,5,ENG,LB,28-198,1,0,0,0,0,0,0,0,0,2,1,0,0
368,Kyle Walker-Peters ,2,ENG,"WB,RB",25-122,90,1,0,0,0,2,1,0,0,50,1,0,0
369,Mohammed Salisu ,22,GHA,CB,23-118,90,0,0,0,0,0,0,1,0,77,4,1,3
370,Jan Bednarek ,35,POL,CB,26-123,69,0,0,0,0,1,0,0,0,42,2,1,3
371,   Sekou Mara ,18,FRA,AM,20-014,21,0,1,0,0,1,1,0,0,8,1,0,0
372,Armel Bella Kotchap ,37,GER,CB,20-245,90,0,0,0,0,1,0,0,0,43,0,4,2
373,Gavin Bazunu ,31,IRL,GK,20-174,90,0,0,0,0,0,0,0,0,33,0,0,0
374,Patrick Bamford ,9,ENG,FW,28-342,27,0,0,0,0,2,0,0,0,5,0,0,0
375,   Daniel James ,20,WAL,"RW,FW",24-276,56,0,0,0,0,1,1,0,0,17,2,0,0
376,   Luis Sinisterra ,23,COL,LW,23-057,7,0,0,0,0,0,0,0,0,8,0,0,0
377,Jack Harrison ,11,ENG,LW,25-266,83,0,1,0,0,0,0,1,0,45,4,0,2
378,   Mateusz Klich ,43,POL,"AM,LW",32-061,7,0,0,0,0,0,0,0,0,6,1,0,0
379,Brenden Aaronson ,7,USA,"RW,AM",21-295,90,0,0,0,0,2,0,1,0,62,3,0,4
380,Rodrigo ,19,ESP,"FW,AM",31-160,90,2,0,0,0,5,3,0,0,48,0,0,0
381,Tyler Adams ,12,USA,DM,23-180,90,0,0,0,0,0,0,0,0,63,5,1,2
382,Marc Roca ,8,ESP,DM,25-260,87,0,0,0,0,0,0,0,0,67,4,1,0
383,   Adam Forshaw ,4,ENG,DM,30-309,3,0,0,0,0,0,0,0,0,7,0,0,2
384,Pascal Struijk ,21,NED,LB,23-002,90,0,1,0,0,1,0,0,0,69,6,2,2
385,Diego Llorente ,14,ESP,CB,28-362,90,0,0,0,0,1,0,0,0,55,1,3,0
386,Robin Koch ,5,GER,CB,26-027,90,0,0,0,0,0,0,0,0,74,0,1,2
387,Rasmus Nissen ,25,DEN,RB,25-033,90,0,0,0,0,1,1,1,0,65,1,2,1
388,Illan Meslier ,1,FRA,GK,22-164,90,0,0,0,0,0,0,0,0,32,0,0,0
389,Hwang Hee-chan ,11,KOR,FW,26-199,57,0,0,0,0,2,1,0,0,22,2,0,1
390,   Gonçalo Guedes ,17,POR,FW,25-257,33,0,0,0,0,0,0,0,0,10,0,0,0
391,Pedro Neto ,7,POR,LW,22-157,77,0,0,0,0,0,0,0,0,38,1,0,1
392,   Adama Traoré ,37,ESP,LW,26-200,13,0,0,0,0,0,0,0,0,6,0,0,0
393,Morgan Gibbs-White ,18,ENG,RW,22-198,90,0,0,0,0,1,0,1,0,57,1,0,2
394,Daniel Podence ,10,POR,AM,26-296,90,0,0,0,0,1,0,1,0,42,0,0,0
395,Leander Dendoncker ,32,BEL,DM,27-120,90,0,0,0,0,0,0,0,0,54,1,4,2
396,Rúben Neves ,8,POR,DM,25-153,90,0,0,0,0,2,0,1,0,69,4,2,2
397,Rayan Aït Nouri ,3,ALG,LB,21-068,90,0,0,0,0,0,0,0,0,60,4,0,0
398,Max Kilman ,23,ENG,CB,25-082,90,0,0,0,0,0,0,0,0,94,0,0,0
399,Nathan Collins ,4,IRL,CB,21-105,90,0,0,0,0,0,0,0,0,90,1,2,0
400,Jonny Castro ,19,ESP,RB,28-163,77,0,0,0,0,1,0,0,0,67,4,0,0
401,   Nélson Semedo ,22,POR,RB,28-270,13,0,0,0,0,0,0,0,0,12,0,0,0
402,José Sá ,1,POR,GK,29-208,90,0,0,0,0,0,0,0,0,38,0,0,0
403,Aleksandar Mitrović ,9,SRB,FW,27-331,90,0,0,0,1,3,0,1,0,33,2,0,0
404,Neeskens Kebano ,7,COD,LW,30-156,82,0,0,0,0,2,1,0,0,36,2,0,3
405,   Jay Stansfield ,65,ENG,"RW,LW",19-262,8,0,0,0,0,0,0,0,0,4,0,0,0
406,Bobby Reid ,14,JAM,"RW,LW",29-192,89,0,0,0,0,2,1,0,0,42,1,1,2
407,   Kevin Mbabu ,27,SUI,RB,27-116,1,0,0,0,0,0,0,0,0,1,0,0,0
408,Andreas Pereira ,18,BRA,AM,26-224,85,0,0,0,0,0,0,0,0,35,0,0,2
409,   Tom Cairney ,10,SCO,AM,31-205,5,0,0,0,0,0,0,0,0,6,1,0,1
410,João Palhinha ,26,POR,DM,27-035,90,0,0,0,0,0,0,1,0,39,3,0,1
411,Harrison Reed ,6,ENG,DM,27-198,90,0,0,0,0,0,0,1,0,50,1,1,6
412,Antonee Robinson ,33,USA,LB,25-005,90,0,0,0,0,1,0,0,0,59,4,1,1
413,Tim Ream ,13,USA,CB,34-312,90,0,0,0,0,0,0,0,0,59,3,3,1
414,Tosin Adarabioyo ,4,ENG,CB,24-323,90,0,0,0,0,0,0,0,0,41,0,1,0
415,Kenny Tete ,2,NED,RB,26-308,89,0,0,0,0,0,0,0,0,53,2,2,0
416,   Tyrese Francois ,35,AUS,"LW,RB",22-028,1,0,0,0,0,0,0,0,0,5,0,0,0
417,Marek Rodák ,1,SVK,GK,25-243,90,0,0,0,0,0,0,0,0,32,0,0,0
418,Gabriel Jesus ,9,BRA,FW,25-132,83,2,2,0,0,7,3,0,0,48,0,0,1
419,   Eddie Nketiah ,14,ENG,FW,23-075,7,0,0,0,0,1,1,0,0,3,0,0,0
420,Martinelli ,11,BRA,"LW,RW",21-056,90,1,0,0,0,1,1,0,0,42,0,1,2
421,Bukayo Saka ,7,ENG,RW,20-342,83,0,0,0,0,1,1,0,0,41,1,0,1
422,   Emile Smith Rowe ,10,ENG,LW,22-016,7,0,0,0,0,0,0,0,0,5,1,0,0
423,Granit Xhaka ,34,SUI,"LM,DM",29-320,90,1,1,0,0,2,1,0,0,53,0,0,1
424,Thomas Partey ,5,GHA,"CM,DM",29-061,90,0,0,0,0,3,0,0,0,56,1,2,1
425,Martin Ødegaard ,8,NOR,"RM,AM",23-239,90,0,0,0,0,1,0,0,0,52,1,0,1
426,Oleksandr Zinchenko ,35,UKR,LB,25-241,76,0,0,0,0,2,0,0,0,66,1,2,0
427,   Kieran Tierney ,3,SCO,LB,25-069,14,0,0,0,0,0,0,0,0,13,0,0,0
428,Gabriel Dos Santos ,6,BRA,CB,24-237,90,0,0,0,0,1,0,0,0,67,3,0,1
429,William Saliba ,12,FRA,CB,21-142,90,0,0,0,0,0,0,0,0,59,0,2,0
430,Ben White ,4,ENG,RB,24-309,74,0,0,0,0,0,0,0,0,48,0,1,1
431,   Takehiro Tomiyasu ,18,JPN,RB,23-281,16,0,0,0,0,0,0,1,0,10,0,0,0
432,Aaron Ramsdale ,1,ENG,GK,24-091,90,0,0,0,0,0,0,0,0,27,0,0,0
433,Jamie Vardy ,9,ENG,"FW,LW",35-214,69,0,0,0,0,0,0,0,0,17,2,0,0
434,   Kelechi Iheanacho ,14,NGA,FW,25-314,21,0,1,0,0,1,0,0,0,5,0,0,0
435,James Maddison ,10,ENG,"FW,AM,RW",25-263,90,1,0,0,0,2,1,0,0,51,1,0,1
436,Kiernan Dewsbury-Hall ,22,ENG,"DM,LM",23-341,90,0,0,0,0,1,0,0,0,53,0,2,1
437,Wilfred Ndidi ,25,NGA,"DM,CM",25-240,90,0,0,0,0,0,0,0,0,42,3,0,1
438,Youri Tielemans ,8,BEL,DM,25-098,62,0,0,0,0,0,0,0,0,34,0,0,3
439,   Dennis Praet ,26,BEL,RM,28-091,28,0,0,0,0,0,0,0,0,15,0,0,0
440,James Justin ,2,ENG,"WB,LB",24-171,90,0,0,0,0,0,0,0,0,45,0,0,2
441,Timothy Castagne ,27,BEL,"WB,RB",26-251,90,0,0,0,0,0,0,0,0,62,1,1,0
442,Daniel Amartey ,18,GHA,CB,27-235,62,0,0,0,0,0,0,0,0,60,1,0,1
443,   Patson Daka ,20,ZAM,FW,23-308,28,0,0,0,0,1,0,0,0,15,1,1,1
444,Jonny Evans ,6,NIR,CB,34-222,90,0,0,0,0,0,0,0,0,66,1,0,0
445,Wesley Fofana ,3,FRA,CB,21-239,90,0,0,0,0,1,1,1,0,71,2,4,1
446,Danny Ward ,1,WAL,GK,29-052,90,0,0,0,0,0,0,0,0,50,0,0,0
447,Danny Welbeck ,18,ENG,FW,31-260,90,0,0,0,0,1,0,0,0,17,1,0,0
448,Pascal Groß ,13,GER,"FW,AM",31-059,90,0,0,0,0,1,0,0,0,53,0,0,0
449,Adam Lallana ,14,ENG,AM,34-095,64,0,0,0,0,2,2,0,0,34,1,1,1
450,   Enock Mwepu ,8,ZAM,"AM,FW",24-224,26,0,0,0,0,0,0,0,0,16,1,0,0
451,Moisés Caicedo ,25,ECU,CM,20-284,90,0,0,0,0,1,1,0,0,52,4,2,0
452,Alexis Mac Allister ,10,ARG,CM,23-232,90,0,0,0,0,2,0,1,0,61,7,0,0
453,Leandro Trossard ,11,BEL,WB,27-252,74,0,0,0,0,2,1,0,0,42,0,0,1
454,   Tariq Lamptey ,2,GHA,WB,21-317,16,0,0,0,0,0,0,0,0,10,0,0,1
455,Solly March ,7,ENG,WB,28-024,73,0,0,0,0,3,1,1,0,49,0,2,0
456,   Kaoru Mitoma ,22,JPN,WB,25-085,17,0,0,0,0,0,0,0,0,11,1,0,0
457,Adam Webster ,4,ENG,CB,27-221,90,0,0,0,0,0,0,0,0,44,1,0,1
458,Lewis Dunk ,5,ENG,CB,30-265,90,0,0,0,0,0,0,0,0,46,0,2,0
459,Joël Veltman ,34,NED,CB,30-210,90,0,0,0,0,1,0,0,0,60,2,1,3
460,Robert Sánchez ,1,ESP,GK,24-268,90,0,0,0,0,0,0,0,0,26,0,0,0
461,Callum Wilson ,9,ENG,FW,30-167,86,0,0,0,0,0,0,0,0,20,0,0,0
462,   Chris Wood ,20,NZL,FW,30-249,4,0,0,0,0,0,0,0,0,3,0,0,0
463,Allan Saint-Maximin ,10,FRA,LW,25-154,74,0,0,0,0,0,0,1,0,28,0,2,0
464,   Jacob Murphy ,23,ENG,LW,27-170,16,0,0,0,0,0,0,0,0,6,0,1,0
465,Miguel Almirón ,24,PAR,RW,28-184,90,0,0,0,0,1,0,0,0,37,2,1,2
466,Joelinton ,7,BRA,LM,25-364,90,0,0,0,0,0,0,1,0,47,2,0,1
467,Bruno Guimarães ,39,BRA,CM,24-270,90,0,0,0,0,0,0,0,0,45,2,2,1
468,Joe Willock ,28,ENG,RM,22-358,75,0,0,0,0,2,1,0,0,37,1,2,2
469,   Sean Longstaff ,36,ENG,RM,24-287,15,0,0,0,0,0,0,0,0,4,0,0,0
470,Dan Burn ,33,ENG,LB,30-096,90,0,0,0,0,1,0,0,0,64,2,2,1
471,Sven Botman ,4,NED,CB,22-213,90,0,0,0,0,0,0,0,0,44,1,0,0
472,Fabian Schär ,5,SUI,CB,30-236,90,0,0,0,0,0,0,1,0,48,0,2,1
473,Kieran Trippier ,2,ENG,RB,31-328,90,0,0,0,0,0,0,0,0,61,2,2,1
474,Nick Pope ,22,ENG,GK,30-116,90,0,0,0,0,0,0,0,0,31,0,0,0
475,Ivan Toney ,17,ENG,FW,26-150,90,0,2,0,0,1,0,0,0,37,0,1,1
476,Bryan Mbeumo ,19,CMR,FW,23-006,72,1,0,0,0,2,1,0,0,21,0,0,0
477,   Yoane Wissa ,11,COD,FW,25-344,18,0,0,0,0,1,1,0,0,7,0,0,0
478,Mathias Jensen ,8,DEN,CM,26-224,73,1,1,0,0,2,1,0,0,45,2,0,3
479,   Shandon Baptiste ,26,GRN,CM,24-127,17,0,0,0,0,0,0,0,0,8,1,0,0
480,Christian Nørgaard ,6,DEN,CM,28-156,79,0,0,0,0,0,0,0,0,29,0,1,1
481,   Frank Onyeka ,15,NGA,CM,24-224,11,0,0,0,0,0,0,0,0,7,0,0,0
482,Josh Dasilva ,10,ENG,CM,23-294,61,1,0,0,0,1,1,0,0,24,0,1,1
483,   Vitaly Janelt ,27,GER,CM,24-095,29,0,0,0,0,1,0,0,0,17,1,0,0
484,Rico Henry ,3,ENG,LB,25-036,90,0,0,0,0,3,1,0,0,28,0,1,0
485,Ben Mee ,16,ENG,CB,32-326,90,1,0,0,0,1,1,0,0,33,0,2,1
486,Pontus Jansson ,18,SWE,CB,31-181,90,0,0,0,0,0,0,0,0,22,1,1,1
487,Mads Roerslev ,30,DEN,"CB,RB",23-050,90,0,0,0,0,0,0,0,0,28,0,0,4
488,Aaron Hickey ,2,SCO,RB,20-064,79,0,0,0,0,1,1,0,0,30,1,1,2
489,   Mads Bech Sørensen ,29,DEN,CB,23-218,11,0,0,0,0,0,0,0,0,5,0,0,0
490,David Raya ,1,ESP,GK,26-332,90,0,0,0,0,0,0,0,0,43,0,0,0
491,Cristiano Ronaldo ,7,POR,FW,37-189,90,0,0,0,0,6,2,0,0,40,0,0,0
492,Marcus Rashford ,10,ENG,LW,24-286,90,0,0,0,0,2,0,1,0,35,3,0,0
493,Jadon Sancho ,25,ENG,RW,22-141,59,0,0,0,0,0,0,0,0,38,1,0,0
494,   Anthony Elanga ,36,SWE,RW,20-108,31,0,0,0,0,0,0,0,0,10,0,0,1
495,Bruno Fernandes ,8,POR,AM,27-339,90,0,0,0,0,3,0,1,0,67,2,3,1
496,Fred ,17,BRA,DM,29-161,45,0,0,0,0,0,0,0,0,40,1,1,3
497,   Scott McTominay ,39,SCO,DM,25-248,45,0,0,0,0,0,0,1,0,38,1,2,0
498,Christian Eriksen ,14,DEN,DM,30-180,86,0,0,0,0,2,1,0,0,85,0,2,1
499,   Donny van de Beek ,34,NED,DM,25-117,4,0,0,0,0,0,0,0,0,2,0,0,0
500,Luke Shaw ,23,ENG,LB,27-032,45,0,0,0,0,0,0,0,0,50,0,1,1
501,   Tyrell Malacia ,12,NED,LB,22-361,45,0,0,0,0,1,0,0,0,38,2,0,0
502,Lisandro Martínez ,6,ARG,CB,24-207,45,0,0,0,0,0,0,0,0,36,1,2,0
503,   Raphaël Varane ,19,FRA,CB,29-110,45,0,0,0,0,0,0,0,0,29,1,0,0
504,Harry Maguire ,5,ENG,CB,29-161,90,0,0,0,0,0,0,1,0,59,0,1,4
505,Diogo Dalot ,20,POR,RB,23-148,90,0,0,0,0,1,1,0,0,85,0,0,0
506,David de Gea ,1,ESP,GK,31-279,90,0,0,0,0,0,0,0,0,21,0,0,0
507,Taiwo Awoniyi ,9,NGA,FW,25-002,71,1,0,0,0,2,1,0,0,28,0,0,0
508,   Sam Surridge ,16,ENG,FW,24-017,19,0,0,0,0,0,0,1,0,10,1,0,1
509,Brennan Johnson ,20,WAL,FW,21-083,90,0,0,0,0,2,1,1,0,34,0,0,3
510,Jesse Lingard ,11,ENG,AM,29-242,90,0,0,0,0,1,0,0,0,32,0,0,1
511,Lewis O'Brien ,14,ENG,CM,23-304,90,0,0,0,0,0,0,0,0,38,5,1,2
512,Orel Mangala ,5,BEL,CM,24-149,83,0,0,0,0,1,0,0,0,32,1,1,3
513,   Cafú ,18,POR,CM,29-169,7,0,0,0,0,0,0,0,0,3,0,0,0
514,Harry Toffolo ,15,ENG,WB,26-360,90,0,0,0,0,0,0,0,0,45,0,1,2
515,Neco Williams ,7,WAL,WB,21-123,90,0,0,0,0,4,2,0,0,70,6,1,2
516,Scott McKenna ,26,SCO,CB,25-275,90,0,0,0,0,0,0,1,0,36,0,1,2
517,Moussa Niakhate ,19,SEN,CB,26-159,78,0,0,0,0,3,2,0,0,38,1,0,1
518,   Steve Cook ,3,ENG,CB,31-117,12,0,0,0,0,0,0,0,0,8,0,0,0
519,Joe Worrall ,4,ENG,CB,25-216,90,0,0,0,0,0,0,0,0,44,2,0,3
520,Dean Henderson ,1,ENG,GK,25-155,90,0,0,0,0,0,0,1,0,46,0,0,0
521,Michail Antonio ,9,JAM,FW,32-139,67,0,0,0,0,2,0,0,0,23,1,0,1
522,   Gianluca Scamacca ,7,ITA,FW,23-225,23,0,0,0,0,1,0,0,0,6,0,0,0
523,Saïd Benrahma ,22,ALG,LW,27-004,90,0,0,0,0,3,1,0,0,44,1,0,2
524,Jarrod Bowen ,20,ENG,RW,25-237,84,0,0,0,0,1,0,0,0,36,1,1,1
525,   Maxwel Cornet ,14,CIV,RW,25-321,6,0,0,0,0,0,0,0,0,4,1,0,0
526,Pablo Fornals ,8,ESP,LM,26-173,67,0,0,0,0,2,0,0,0,54,3,0,1
527,   Manuel Lanzini ,10,ARG,AM,29-180,23,0,0,0,0,1,0,0,0,23,0,0,0
528,Declan Rice ,41,ENG,"CM,DM",23-212,90,0,0,0,1,0,0,1,0,62,3,1,0
529,Tomáš Souček ,28,CZE,"RM,DM",27-168,90,0,0,0,0,4,2,0,0,40,4,0,1
530,Aaron Cresswell ,3,ENG,LB,32-242,90,0,0,0,0,1,0,0,0,69,0,0,1
531,Ben Johnson ,2,ENG,CB,22-202,90,0,0,0,0,0,0,0,0,42,0,1,1
532,Kurt Zouma ,4,FRA,CB,27-291,90,0,0,0,0,1,0,0,0,37,1,2,0
533,Vladimír Coufal ,5,CZE,RB,29-357,90,0,0,0,0,2,0,0,0,72,1,2,0
534,Łukasz Fabiański ,1,POL,GK,37-118,90,0,0,0,0,0,0,0,0,33,0,0,0
535,Raheem Sterling ,17,ENG,"FW,AM",27-249,83,0,1,0,0,2,0,0,0,39,1,0,0
536,   Christian Pulisic ,10,USA,AM,23-330,7,0,0,0,0,0,0,0,0,1,0,0,0
537,Kai Havertz ,29,GER,FW,23-064,89,0,0,0,0,2,1,1,0,49,2,0,5
538,   Armando Broja ,18,ALB,FW,20-338,1,0,0,0,0,0,0,0,0,3,0,0,2
